x action,y action,z action,roll action,pitch action,yaw action,x gripper,y gripper,z gripper,roll gripper,pitch gripper,yaw gripper,x velocity gripper,y velocity gripper,z velocity gripper,x angular velocity gripper,y angular velocity gripper,z angular velocity gripper,x target,y target,z target,roll target,pitch target,yaw target,x velocity target,y velocity target,z velocity target,x angular velocity target,y angular velocity target,z angular velocity target,closest distance,contact force,rewards
0.99103343,0.9889052,0.6587939,-0.52568036,0.9956188,0.8957046,0.0029907484584143357,0.012959312636385369,0.9882588943433317,1.0135099143111677,-1.2307115909400304,-1.5921740458582938,0.9991146230629635,3.723670209724654,-4.640133322493307,40.98993196443524,-17.53714285740474,-4.948479310045381,0.26468887347408876,0.9498720792938338,1.2304595113608137,0.0,-0.0,0.0,-0.10617359554830548,-0.05093400133471514,-0.20897830317602142,0.0,0.0,0.0,0.8119850611192116,0,0.37375335630583784
0.99999094,0.99995124,0.9124584,-0.5523772,0.9989283,0.9989927,0.008556645652518418,0.024427777166349893,0.9757968584286377,0.9741322415509688,-1.1721603067252369,-1.5272426730733486,1.1161952267385582,2.4612949386582788,-2.6231205898600045,9.76033956935073,2.3244348945011737,4.803815473594703,0.2642464834926376,0.9496598542882726,1.229588768430914,0.0,-0.0,0.0,-0.10617359554830548,-0.05093400133471514,-0.20897830317602142,0.0,0.0,0.0,0.8020766436650667,0,0.3840752405575495
0.9998877,0.9997883,0.92935634,-0.26776803,0.9990258,0.99852324,0.014414433087089768,0.03206601581006345,0.9667648932993367,0.9522648933433498,-1.1136896506696825,-1.463010028922338,1.1300893205156908,1.5719604614384048,-1.8011613972903118,9.690208807905176,2.025714482327957,7.440904518137094,0.2638040935111864,0.9494476292827114,1.2287180255010142,0.0,-0.0,0.0,-0.10617359554830548,-0.05093400133471514,-0.20897830317602142,0.0,0.0,0.0,0.795589351628774,0,0.39283603050550986
0.99981654,0.9997035,0.9376352,-0.33871156,0.99924266,0.9987414,0.0201051598902537,0.03820948722724931,0.9613544638622654,0.9269701004586077,-1.0552437031499755,-1.3995063637067442,1.1088218055373371,1.2093978940473853,-0.9416416993254126,9.464190128059034,3.116959860448912,6.903339912458822,0.2633617035297352,0.9492354042771503,1.2278472825711144,0.0,-0.0,0.0,-0.10617359554830548,-0.05093400133471514,-0.20897830317602142,0.0,0.0,0.0,0.7895356158293472,0,0.402337349695039
0.9997426,0.999591,0.93988585,-0.3951136,0.99937475,0.9988947,0.025703260392817416,0.044046382163115586,0.9595709502195918,0.8989724652701845,-0.9968197083426574,-1.3365885382536407,1.097813058775908,1.2240722468567466,-0.0814855321878496,9.1434322839311,4.1677260902665765,6.535165478473537,0.262919313548284,0.9490231792715891,1.2269765396412147,0.0,-0.0,0.0,-0.10617359554830548,-0.05093400133471514,-0.20897830317602142,0.0,0.0,0.0,0.782828828134351,0,0.4134042984682996
0.9996731,0.9994575,0.9377978,-0.44012344,0.99944186,0.9989803,0.03128073896800894,0.0499362164647549,0.961417286394677,0.8688528048527568,-0.9384135308932696,-1.2741558525165728,1.1091107822877577,1.231835853099255,0.7789320351085597,8.735662889838245,5.165881004834721,6.302909599647606,0.26247692356683283,0.9488109542660279,1.226105796711315,0.0,-0.0,0.0,-0.10617359554830548,-0.05093400133471514,-0.20897830317602142,0.0,0.0,0.0,0.7751367089662116,0,0.42645310999044317
0.9996042,0.99928486,0.9362335,-0.48801053,0.99950457,0.9990443,0.03686198248799247,0.05585427283154658,0.9663302735230428,0.8363809020909263,-0.8800150544144363,-1.2121379477462286,1.1127276718411012,1.2353223487289082,1.1565762823123664,8.224215171782665,6.171650768500795,6.090966210956912,0.26203453358538165,0.9485987292604667,1.2252350537814152,0.0,-0.0,0.0,-0.10617359554830548,-0.05093400133471514,-0.20897830317602142,0.0,0.0,0.0,0.7666335827379535,0,0.44166909583388303
0.99956274,0.9991443,0.931118,-0.49561524,0.9994496,0.99901795,0.042458838809970006,0.061740895929454837,0.971848013938529,0.803875698760135,-0.8216291353601619,-1.150466927108238,1.1090129755939921,1.2295318144912843,1.0975942942046584,7.719239687207537,6.912734930521576,6.216398711102287,0.26159214360393046,0.9483865042549056,1.2243643108515154,0.0,-0.0,0.0,-0.10617359554830548,-0.05093400133471514,-0.20897830317602142,0.0,0.0,0.0,0.7583095477497032,0,0.45860546406656166
0.9994966,0.9989928,0.92506266,-0.4977578,0.99932253,0.99890244,0.048054162315838124,0.06757955881336694,0.9772937919111622,0.7716226624410711,-0.7632517538337434,-1.089104933051155,1.1096745090045768,1.2210843205427528,1.0828425963585484,7.176140931466266,7.572786913885539,6.396563434904718,0.2611497536224793,0.9481742792493444,1.2234935679216157,0.0,-0.0,0.0,-0.10617359554830548,-0.05093400133471514,-0.20897830317602142,0.0,0.0,0.0,0.7503696643119275,0,0.4773812210454843
0.9994099,0.99884224,0.9147253,-0.51284426,0.99918175,0.9987917,0.05364774837660119,0.0733691134078182,0.9826610313231832,0.7388320292925686,-0.7048714905991922,-1.0280245642857981,1.1106651040953328,1.2122278650827012,1.0489261842657291,6.539283703413117,8.26340819106942,6.507732571766966,0.2607073636410281,0.9479620542437832,1.222622824991716,0.0,-0.0,0.0,-0.10617359554830548,-0.05093400133471514,-0.20897830317602142,0.0,0.0,0.0,0.7427811773387211,0,0.4983783155262377
0.99927485,0.99870956,0.8996798,-0.5507011,0.9989852,0.9986615,0.05923608691050254,0.07911041891563163,0.9879123700158525,0.7041417230738258,-0.6464767117651721,-0.9672094143037601,1.1135130588876736,1.2031701472958696,1.0057632959500107,5.747758411930309,9.046949706740772,6.508096274756535,0.2602649736595769,0.947749829238222,1.2217520820618162,0.0,-0.0,0.0,-0.10617359554830548,-0.05093400133471514,-0.20897830317602142,0.0,0.0,0.0,0.7354349389281462,0,0.5221753293214451
0.9990938,0.9985597,0.8825089,-0.5831177,0.99874854,0.99851155,0.06484310863672939,0.08478778264750146,0.9930288072306482,0.6678516767350947,-0.5880613675985336,-0.9066367308397996,1.1148780374816403,1.1916997077331803,0.9621783443867826,4.908055125347669,9.736072459053284,6.584227054999627,0.2598225836781257,0.9475376042326609,1.2208813391319164,0.0,-0.0,0.0,-0.10617359554830548,-0.05093400133471514,-0.20897830317602142,0.0,0.0,0.0,0.727893445217678,0,0.5494759148910913
0.9987254,0.9983927,0.8620926,-0.63649637,0.99860597,0.9982135,0.07045640034720425,0.09040012215722248,0.997990813586928,0.6287106110130215,-0.5296050245552679,-0.8463050676960697,1.1171439496813746,1.179918180725864,0.9071576872290789,3.8900417694173353,10.491557461810242,6.596636748892525,0.25938019369667453,0.9473253792270997,1.2200105962020167,0.0,-0.0,0.0,-0.10617359554830548,-0.05093400133471514,-0.20897830317602142,0.0,0.0,0.0,0.7200158302280814,0,0.5810733905584904
0.99820757,0.99823296,0.83327425,-0.6787342,0.99833655,0.9979129,0.07612264576531193,0.0959537222683502,1.0027558854650538,0.5873582787780057,-0.4711089097587553,-0.786196060690317,1.1273461264934026,1.1747310757030747,0.8562412694813009,2.8611121023776236,11.096472787191718,6.723347578874058,0.25893780371522335,0.9471131542215385,1.219139853272117,0.0,-0.0,0.0,-0.10617359554830548,-0.05093400133471514,-0.20897830317602142,0.0,0.0,0.0,0.7120981786400615,0,0.6172771146646917
0.9977176,0.99807,0.80217075,-0.72370905,0.9975536,0.997643,0.081873694261249,0.10149295685574769,1.0073457354305981,0.543617219162448,-0.41259413801137457,-0.7262974692629602,1.1431590606602255,1.182728915747653,0.8236458661083426,1.7540233915845498,11.627760586414068,6.893691061255535,0.25849541373377216,0.9469009292159773,1.2182691103422172,0.0,-0.0,0.0,-0.10617359554830548,-0.05093400133471514,-0.20897830317602142,0.0,0.0,0.0,0.7044901362931836,0,0.6584830368777146
0.99734676,0.9978821,0.76338935,-0.7497913,0.9961872,0.9974115,0.08773350796174237,0.10703496316059916,1.0117372750568456,0.4985817318018476,-0.3540925490193737,-0.6665917819499467,1.1584838364086913,1.1851021582621006,0.7781646050233855,0.7309066442556234,11.951439926723953,7.187031849373859,0.258053023752321,0.9466887042104162,1.2173983674123174,0.0,-0.0,0.0,-0.10617359554830548,-0.05093400133471514,-0.20897830317602142,0.0,0.0,0.0,0.697234785415575,0,0.704947118698848
0.9968648,0.99746764,0.72158456,-0.7746878,0.99372244,0.99707174,0.09358597618756219,0.11257529207287797,1.015910503865478,0.4523006232285858,-0.2956622804126568,-0.6070784530077,1.135162628339546,1.1873878495401746,0.7302276843040547,-0.3073681167389923,12.170605477259125,7.519890744804799,0.2576106337708698,0.946476479204855,1.2165276244824177,0.0,-0.0,0.0,-0.10617359554830548,-0.05093400133471514,-0.20897830317602142,0.0,0.0,0.0,0.6903532529760525,0,0.7569966572929826
0.996233,0.99684334,0.66874325,-0.80042624,0.98890305,0.9966283,0.09941157537103644,0.11811624574569919,1.0198097136687103,0.40470204466752413,-0.23743608590745294,-0.5477588328430163,1.1162123685821772,1.1871501861483167,0.6691735208097254,-1.3703280596071747,12.28363775365478,7.884020056207021,0.2571682437894186,0.9462642541992938,1.215656881552518,0.0,-0.0,0.0,-0.10617359554830548,-0.05093400133471514,-0.20897830317602142,0.0,0.0,0.0,0.6838734080068064,0,0.8147868112610357
