x action,y action,z action,roll action,pitch action,yaw action,x gripper,y gripper,z gripper,roll gripper,pitch gripper,yaw gripper,x velocity gripper,y velocity gripper,z velocity gripper,x target,y target,z target,roll target,pitch target,yaw target,x velocity target,y velocity target,z velocity target,closest distance,contact force,rewards
-0.98135823,0.99980843,0.9879477,-0.94309396,-0.37565196,0.5141287,0.0075082973565553345,0.012588261249339556,1.0047202280507346,-0.2836098313147514,0.27551185455930566,0.4941758278991651,1.8379840763588755,3.2932337187757286,1.3121936145999102,-0.3880786145313587,0.893191334236437,1.2128603974095171,0.0,-0.0,0.0,-0.23177699284821204,0.2937477488597359,-0.2711493032274069,0.7839570137186334,0,0.8084303452868477
-0.9911455,0.99993885,0.26167154,0.8759239,-0.9135301,-0.9316084,0.009917813223426322,0.019859812437221996,1.006265136893735,-0.23504340563439335,0.22211692143416234,0.4383551789229032,0.41284785928682777,1.601928672201359,0.2572334756694854,-0.3890443520015595,0.8944152831900194,1.21173060864607,0.0,-0.0,0.0,-0.23177699284821204,0.2937477488597359,-0.2711493032274069,0.7819844365107559,0,0.8730933162643514
-0.9856962,0.99982417,0.77667475,0.18322349,-0.7971158,-0.90035284,0.008849968583141153,0.026399312588812687,1.0099880735446698,-0.22425997725389876,0.17534203742523052,0.3847616467220464,-0.4206812896886253,1.3666073943217631,0.9705149026026072,-0.3900100894717603,0.8956392321436017,1.2106008198826228,0.0,-0.0,0.0,-0.23177699284821204,0.2937477488597359,-0.2711493032274069,0.7765882973517628,0,0.9277813029871703
-0.9878463,0.9998597,0.69599223,0.6358367,-0.68926096,-0.88701296,0.004401760028933387,0.03225851750577489,1.014020587545807,-0.18676962871910044,0.13499874007295914,0.3320005310962561,-1.2377370959734488,1.3282106704994325,0.8266109523415712,-0.3909758269419611,0.8968631810971841,1.2094710311191756,0.0,-0.0,0.0,-0.23177699284821204,0.2937477488597359,-0.2711493032274069,0.770059183274506,0,0.9934098007639448
-0.9874874,0.9998144,0.6990683,0.6337297,-0.65025777,-0.85719454,-0.0013477165881433397,0.038347033951669975,1.01798843567215,-0.14934955426919502,0.0968996773075331,0.281089921644444,-0.9900952835646569,1.36522459161164,0.8167524374247924,-0.3919415644121619,0.8980871300507665,1.2083412423557285,0.0,-0.0,0.0,-0.23177699284821204,0.2937477488597359,-0.2711493032274069,0.762841840490097,0,1.0603656865300648
-0.9872547,0.99978995,0.6693876,0.6454859,-0.5515864,-0.8122406,-0.006912792116949139,0.04447059163023297,1.021869643086767,-0.111218065796002,0.06457366511318702,0.23292819487030567,-1.0337929761422917,1.340936924810206,0.8025648975675526,-0.39290730188236267,0.8993110790043488,1.2072114535922813,0.0,-0.0,0.0,-0.23177699284821204,0.2937477488597359,-0.2711493032274069,0.7558185048897924,0,1.1257206501339683
-0.9861573,0.9997572,0.65299606,0.65327907,-0.43823838,-0.7064602,-0.012461136862261621,0.0505622518856395,1.0256538525524224,-0.07261556781101734,0.03887970494075409,0.19108779357290467,-1.0351746597806797,1.314043037993252,0.7823002236208558,-0.39387303935256346,0.9005350279579312,1.2060816648288342,0.0,-0.0,0.0,-0.23177699284821204,0.2937477488597359,-0.2711493032274069,0.7490616159019268,0,1.184779527836237
-0.9834053,0.9996903,0.6861837,0.40881503,-0.43978405,-0.36255753,-0.017841974421076958,0.05661311587500911,1.0296271536187322,-0.048428509228028556,0.012965469503846166,0.16961524140834172,-1.0936986452225632,1.2516169855797208,0.7817005599794542,-0.39483877682276425,0.9017589769115135,1.204951876065387,0.0,-0.0,0.0,-0.23177699284821204,0.2937477488597359,-0.2711493032274069,0.7425860055103787,0,1.2189455645920595
-0.98236614,0.99966097,0.645385,0.33267212,-0.4311216,-0.29348135,-0.0234150538420802,0.06260824823508981,1.0333231481455711,-0.028743766775418574,-0.012457936559731937,0.15224332203855379,-1.0685396952800894,1.2556374589542474,0.6979962075599212,-0.39580451429296504,0.9029829258650959,1.2038220873019398,0.0,-0.0,0.0,-0.23177699284821204,0.2937477488597359,-0.2711493032274069,0.7361023857675828,0,1.2439187161171463
-0.98070735,0.99958646,0.6384952,0.2026403,-0.39875567,-0.17045707,-0.02885880777395472,0.06859236165448097,1.0369302605340656,-0.01675425848139514,-0.03599094484239798,0.14215884972188797,-1.087518152598457,1.2328073581996657,0.6683945628812833,-0.3967702517631658,0.9042068748186782,1.2026922985384927,0.0,-0.0,0.0,-0.23177699284821204,0.2937477488597359,-0.2711493032274069,0.7296872310920989,0,1.2556834491754518
-0.9795253,0.9995259,0.60355294,0.21545374,-0.34684575,-0.17048472,-0.03438089480911025,0.07453799206923244,1.0403158754818282,-0.004013704443529439,-0.05645951151688874,0.13207773984507432,-1.0791129003551807,1.2338954021270148,0.6359798792631783,-0.3977359892333666,0.9054308237722606,1.2015625097750455,0.0,-0.0,0.0,-0.23177699284821204,0.2937477488597359,-0.2711493032274069,0.7233739797316011,0,1.263577243945952
-0.9768833,0.9994209,0.58520293,0.12119615,-0.31287825,-0.10993135,-0.03982746393469216,0.08049934372770044,1.0436173239017197,0.0031525934713948394,-0.07492896847033909,0.12558179972621838,-1.0844222824278356,1.2260827049741225,0.6121393988757883,-0.3987017267035674,0.9066547727258429,1.2004327210115984,0.0,-0.0,0.0,-0.23177699284821204,0.2937477488597359,-0.2711493032274069,0.717025597326221,0,1.2651814234641905
-0.97486603,0.99933183,0.541219,0.12797856,-0.26439166,-0.105647504,-0.04528451601945715,0.08644333894168543,1.0466730958841821,0.010716623972635023,-0.09053592999913848,0.11934024095949891,-1.0771112498332864,1.2263723369011494,0.5655402790678646,-0.3996674641737682,0.9078787216794253,1.1993029322481512,0.0,-0.0,0.0,-0.23177699284821204,0.2937477488597359,-0.2711493032274069,0.7107774744523693,0,1.2654489916609408
-0.9722661,0.999212,0.5137862,0.06059444,-0.23735273,-0.079909444,-0.05071374223102167,0.09239328278048259,1.049593737417376,0.014298828584334943,-0.10454869438125386,0.11462297538342558,-1.0807937537127033,1.2210456551429498,0.5321333736423023,-0.400633201643969,0.9091026706330076,1.198173143484704,0.0,-0.0,0.0,-0.23177699284821204,0.2937477488597359,-0.2711493032274069,0.7044721743244042,0,1.2641175881323008
-0.9701213,0.9991083,0.467839,0.06500399,-0.19306225,-0.080274105,-0.05614086628846341,0.09833038544599838,1.0522595395795966,0.01814048027834106,-0.11594656956424028,0.10988438029770513,-1.0761497112036298,1.2207845347934878,0.4830215903064914,-0.4015989391141698,0.91032661958659,1.197043354721257,0.0,-0.0,0.0,-0.23177699284821204,0.2937477488597359,-0.2711493032274069,0.6982398569440921,0,1.2634093023217854
